"YEAR","GEO","DGUID","Type of unit","UOM","COORDINATE","VALUE"
"2021","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.2.3","1473"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1223"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1259"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1281"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1269"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1295"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1318"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1353"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1401"
"2019","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1513"
"2020","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1597"
"2021","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.2.4","1709"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","854"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","877"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","884"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","892"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","925"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","930"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","968"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","1025"
"2019","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","1109"
"2020","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","1165"
"2021","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","One bedroom units","Dollars","105.1.2","1204"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","972"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","986"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1003"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1009"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1037"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1055"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1080"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1133"
"2019","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1236"
"2020","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1310"
"2021","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Two bedroom units","Dollars","105.1.3","1375"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1068"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1080"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1097"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1103"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1111"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1147"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1213"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1203"
"2019","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1304"
"2020","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1451"
"2021","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Three bedroom units","Dollars","105.1.4","1414"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","899"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","916"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","932"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","936"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","972"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","982"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","1022"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","1088"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","1178"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","1243"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.3.2","1280"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1086"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1115"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1132"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1131"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1174"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1201"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1231"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1297"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1409"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1513"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.3.3","1547"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1256"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1295"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1320"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1320"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1329"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1372"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1435"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1468"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1624"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1703"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.3.4","1779"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","914"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","903"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","922"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","932"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","932"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","797"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","910"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","906"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","1093"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","1124"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.2.2","1177"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1085"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1120"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1130"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1117"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1172"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1196"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1209"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1250"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1396"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1452"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.2.3","1503"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1227"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1263"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1286"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1272"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1299"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1332"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1366"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1414"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1530"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1614"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.2.4","1726"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","899"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","916"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","932"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","936"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","972"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","982"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","1023"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","1088"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","1178"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","1244"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","One bedroom units","Dollars","106.1.2","1280"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1086"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1115"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1132"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1132"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1174"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1201"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1232"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1301"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1410"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1517"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Two bedroom units","Dollars","106.1.3","1550"
"2011","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1322"
"2012","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1377"
"2013","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1396"
"2014","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1415"
"2015","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1390"
"2016","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1457"
"2017","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1568"
"2018","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1584"
"2019","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1819"
"2020","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1851"
"2021","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Three bedroom units","Dollars","106.1.4","1881"
"2011","St. Catharines-Niagara, Ontario","2011S0503539","One bedroom units","Dollars","117.3.2","699"
"2012","St. Catharines-Niagara, Ontario","2011S0503539","One bedroom units","Dollars","117.3.2","718"
"2013","St. Catharines-Niagara, Ontario","2011S0503539","One bedroom units","Dollars","117.3.2","733"
"2014","St. Catharines-Niagara, Ontario","2011S0503539","One bedroom units","Dollars","117.3.2","744"
"2015","St. Catharines-Niagara, Ontario","2011S0503539","One bedroom units","Dollars","117.3.2","765"
"2016","St. Catharines-Niagara, Ontario","2011S0503539","One bedroom units","Dollars","117.3.2","801"
"2017","St. Catharines-Niagara, Ontario","2011S0503539","One bedroom units","Dollars","117.3.2","822"
"2018","St. Catharines-Niagara, Ontario","2011S0503539","One bedroom units","Dollars","117.3.2","871"
